UNITID,Name,Address,City,State,ZipCode,Longitude,Latitude,CIP CODE,major_field_of_study_orig,major_field_of_study,TUITPL ,TUITPL1,TUITPL2,TUITPL3,TUITPL4,Room,Board,TUITION1,EFYBKAAT,EFYBKAAM,EFYBKAAW,UAGRNTT,UDGAGRNTT,UNDAGRNTT,UPGRNTT,UDGPGRNTP (%),Website,Type,Awards offered,Campus setting,Campus housing,Student population,Undergraduate students,Graduation Rate,Transfer-Out Rate,Cohort Year *,Net Price **,Largest Program,IPEDS ID,OPE ID,Average of Households Median Income (Dollars),Average of TotalPop,Average of Men,Average of Women,Average of Hispanic,Average of White,Average of Black,Average of Native,Average of Asian,Average of Pacific,Average of VotingAgeCitizen,Average of Income,Average of IncomeErr,Average of IncomePerCap,Average of IncomePerCapErr,Average of Poverty,Average of ChildPoverty,Average of Professional,Average of Office,Average of Service,Average of Construction,Average of Production,Average of Carpool,Average of Transit,Average of Drive,Average of Walk,Average of OtherTransp,Average of MeanCommute,Average of Employed,Average of PrivateWork,Average of PublicWork,Average of FamilyWork,Average of Unemployment,Average of SelfEmployed
107318,Arkansas State University Mid-South,"2000 W. Broadway, West Memphis, Arkansas 72301-3829",West Memphis,AR,72301,-90.22285,35.145736,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,2352,799,246,553," $3,820,801.00 "," $3,702,964.00 "," $117,837.00 "," $2,038,320.00 ",70,www.asumidsouth.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Suburb: Large,No,979,979,43%,16%,Fall 2019,"$8,483",-,107318,02348200,35236,2475.67,1120.67,1355.00,0.80,23.61,71.97,0.18,0.52,0.07,1818.89,30099.00,6569.44,16232.89,2824.44,32.61,50.78,20.79,24.39,26.14,6.28,22.41,9.57,0.44,82.27,2.92,3.84,15.74,960.11,78.98,17.34,0.09,13.32,3.60
107521,Arkansas State University Three Rivers,"One College Circle, Malvern, Arkansas 72104-0816",Malvern,AR,72104,-92.821416,34.378745,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,2496,299,65,234," $2,540,667.00 "," $2,321,370.00 "," $219,297.00 "," $1,034,044.00 ",59,www.asutr.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Town: Fringe,No,1832,1832,36%,4%,Fall 2019,"$4,596",-,107521,00997600,47055,4558.67,2390.67,2168.00,3.82,77.52,16.03,0.25,0.13,0.00,3566.17,39329.67,5357.83,20020.33,3032.50,17.37,22.13,29.08,21.73,20.35,13.22,15.63,11.65,0.50,84.35,2.08,0.47,24.48,1814.00,78.90,15.85,0.08,6.15,5.17
106449,Arkansas State University-Beebe,"1000 Iowa Street, Beebe, Arkansas 72012-1000",Beebe,AR,72012,-91.895351,35.074176,,Information not available,Engineering & Technology,1,0,0,1,0,1,1,2544,237,88,149," $10,052,544.00 "," $9,724,630.00 "," $327,914.00 "," $4,148,864.00 ",51,www.asub.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Town: Fringe,Yes,2928,2928,38%,12%,Fall 2019,"$8,443",-,106449,00109100,60147,8755.50,4147.50,4608.00,1.80,93.85,2.50,0.00,0.55,0.00,6467.50,53531.00,8697.00,25962.50,3671.00,10.80,13.60,32.80,24.30,13.60,14.60,14.75,14.00,0.00,78.85,2.85,0.40,31.60,3785.00,78.40,15.75,0.30,5.90,5.55
429085,Arkansas State University-Mountain Home,"1600 South College Street, Mountain Home, Arkansas 72653",Mountain Home,AR,72653,-92.388581,36.320466,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,.,21,2,19,#N/A,#N/A,#N/A,#N/A,#N/A,www.asumh.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Fringe,No,1247,1247,28%,6%,Fall 2019,"$10,540",-,420538,04254400,43253,4415.25,2125.25,2290.00,2.24,94.99,0.14,0.65,0.40,0.04,3655.63,39710.25,5919.25,25606.75,4175.25,12.15,17.04,30.81,22.79,20.65,9.51,16.24,9.29,0.41,83.44,2.71,0.61,16.39,1720.75,78.70,11.98,0.16,6.23,9.16
442134,Arkansas State University-Newport,"7648 Victory Blvd, Newport, Arkansas 72112",Newport,AR,72112,-91.190594,35.640492,,Information not available,Engineering & Technology,1,1,0,1,0,2,3,#N/A,49,9,40," $1,387,958.00 "," $1,387,958.00 ", $-   ," $1,190,778.00 ",47,https://www.asun.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Distant,Yes,1592,1592,47%,6%,Fall 2019,"$9,631",-,440402,04203400,38458,3963.75,1892.75,2071.00,1.10,73.08,22.58,0.10,0.08,0.00,3176.75,30738.50,5530.00,17025.50,2168.50,28.08,45.60,21.38,21.75,14.80,18.68,23.40,10.23,0.43,81.35,2.23,0.70,19.95,1188.00,78.00,13.48,0.45,8.33,8.10
106467,Arkansas Tech University,"Administration Bldg 200, 1509 N Boulder Ave, Russellville, Arkansas 72801-2222",Russellville,AR,72801,-93.13562,35.293237,13,Education,Education,1,0,0,1,0,1,2,5820,722,349,373," $57,503,228.00 "," $57,035,601.00 "," $467,627.00 "," $14,652,367.00 ",47,https://www.atu.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,Town: Remote,Yes,9445,8722,49%,20%,Fall 2016,"$12,016",-,106467,00108900,35817,5809.00,2719.00,3090.00,7.05,79.75,6.30,0.35,3.75,0.00,4606.00,31868.00,7085.50,17399.00,2519.00,24.85,32.60,31.95,27.90,21.30,6.75,12.05,5.95,0.00,80.40,8.80,2.50,15.40,2236.50,78.70,14.80,0.40,11.15,6.15
106351,Arkansas Technical School,"200 E Washington Ave, North Little Rock, Arkansas 72114",North Little Rock,AR,72114,-92.266429,34.753843,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,60,38,22," $360,169.00 "," $360,169.00 ", $-   ," $322,112.00 ",96,www.arktech.edu/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Small,No,60,60,0%,100%,2019-20,"$23,973",Barbering/Barber,106351,03023400,25328,1999.57,884.14,1115.43,3.47,21.01,71.13,0.20,0.46,0.00,1365.29,23074.57,5409.71,15665.14,3615.86,39.76,54.91,22.30,20.73,36.84,6.76,13.36,11.73,8.69,70.31,3.39,3.09,19.04,655.86,77.73,16.57,0.76,14.79,4.93
492360,Arkansas Welding Academy,"1920 North Redmond Road, Jacksonville, Arkansas 72076",Jacksonville,AR,72076,-92.139911,34.883474,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,35,12,23," $113,389.00 "," $113,389.00 ", $-   ," $93,451.00 ",35,https://arkansasweldingacademy.edu/,"< 2-year, Private for-profit",One but less than two years certificate,Suburb: Large,No,69,69,86%,NA,2019-20,"$26,090",Welding Technology/Welder,491075,04274100,46795,4857.22,2316.44,2540.78,7.24,58.61,30.06,0.28,1.20,0.03,3480.00,49206.11,9622.22,21588.22,2901.89,15.71,23.07,30.39,26.87,18.02,10.11,14.62,11.16,0.10,84.21,0.63,2.28,21.64,2051.78,71.59,24.10,0.00,6.69,4.33
106360,Arthur's Beauty College,"2600 John Harden Drive, Jacksonville, Arkansas 72076",Fort Smith,AR,72901,-94.410967,35.379955,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,7,0,7," $116,522.00 "," $116,522.00 ", $-   ," $113,462.00 ",75,arthursbeautycollege.com/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,Suburb: Large,No,37,37,50%,5%,2019-20,"$11,474","Cosmetology/Cosmetologist, General",106494,02538503,39016,4581.83,2220.67,2361.17,20.43,60.95,10.33,0.98,3.77,0.00,3114.17,34966.17,6123.33,19879.50,3413.67,28.15,33.48,26.68,24.37,19.17,9.53,20.25,13.82,0.90,80.03,2.92,0.98,15.75,1906.17,88.77,7.95,0.25,5.93,3.07
106360,Arthur's Beauty College,"2320 Washington Avenue, Conway, Arkansas 72032",Fort Smith,AR,72901,-94.410967,35.379955,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,7,0,7," $116,522.00 "," $116,522.00 ", $-   ," $113,462.00 ",75,www.arthursbeautycollege.com/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Small,No,57,57,52%,NA,2019-20,"$13,166","Cosmetology/Cosmetologist, General",445540,02538500,39016,4581.83,2220.67,2361.17,20.43,60.95,10.33,0.98,3.77,0.00,3114.17,34966.17,6123.33,19879.50,3413.67,28.15,33.48,26.68,24.37,19.17,9.53,20.25,13.82,0.90,80.03,2.92,0.98,15.75,1906.17,88.77,7.95,0.25,5.93,3.07
106360,Arthur's Beauty College,"1903 Grant Avenue Suites, K, L, M, Jonesboro, Arkansas 72401",Fort Smith,AR,72901,-94.410967,35.379955,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,7,0,7," $116,522.00 "," $116,522.00 ", $-   ," $113,462.00 ",75,www.arthursbeautycollege.com/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Small,No,76,76,49%,NA,2019-20,"$12,665","Cosmetology/Cosmetologist, General",489830,02363500,39016,4581.83,2220.67,2361.17,20.43,60.95,10.33,0.98,3.77,0.00,3114.17,34966.17,6123.33,19879.50,3413.67,28.15,33.48,26.68,24.37,19.17,9.53,20.25,13.82,0.90,80.03,2.92,0.98,15.75,1906.17,88.77,7.95,0.25,5.93,3.07
455901,Aspen University,"4615 E. Elwood St., Suite 100, Phoenix, Arizona 85040",Phoenix,AZ,85040,-111.981317,33.412164,,Information not available,Engineering & Technology,1,0,1,1,0,2,3,#N/A,29,10,19," $712,117.00 "," $712,117.00 ", $-   ," $669,887.00 ",48,https://www.aspen.edu/,"4-year, Private for-profit",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Doctor's degree - research/scholarship,City: Large,No,7386,4086,NA,NA,Fall 2016,"$13,781",-,454829,04080300,48403,4204.67,2103.78,2100.89,68.74,10.18,16.82,1.63,1.18,1.04,2099.00,32827.00,6484.22,13544.00,2334.44,35.20,46.49,15.76,23.29,26.43,16.73,17.77,20.12,6.26,64.89,2.73,3.36,23.42,1530.89,84.99,8.74,0.42,9.09,5.84
100812,Athens State University,"300 N Beaty St, Athens, Alabama 35611",Athens,AL,35611,-86.964698,34.806793,13,Education,Education,1,0,0,1,0,2,3,7230,589,164,425," $9,637,358.00 "," $9,627,570.00 "," $9,788.00 "," $5,711,751.00 ",42,https://www.athens.edu/,"4-year, Public",Less than one year certificate;One but less than two years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree,Town: Fringe,No,2894,2520,NA,NA,Fall 2016,NA,-,100812,00100800,48178,3077.50,1369.75,1707.75,10.08,62.38,24.80,0.28,0.70,0.13,2287.75,31576.75,6844.25,21391.00,5455.25,22.78,24.55,25.48,19.50,24.90,13.78,16.38,10.58,0.00,87.18,1.20,0.40,20.63,1196.75,84.45,9.23,0.00,11.78,6.30
100858,Auburn University,"Auburn, Alabama 36849",Auburn,AL,36849,-85.488258,32.599378,13,Education,Education,1,0,0,1,0,1,2,10392,1885,848,1037," $157,773,233.00 "," $157,000,685.00 "," $772,548.00 "," $15,083,983.00 ",13,www.auburn.edu/,"4-year, Public",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice;Doctor's degree - other,City: Small,Yes,31764,25379,81%,13%,Fall 2016,"$25,271",-,100858,00100900,0,4211.50,2127.75,2083.75,4.58,72.15,15.68,0.08,6.08,0.00,3627.75,26158.25,7101.00,20839.25,5768.50,49.43,33.98,34.20,22.23,22.88,8.60,12.13,6.43,2.53,76.78,10.65,1.60,17.55,1842.75,80.18,15.80,0.00,7.65,4.03
100830,Auburn University at Montgomery,"7440 East Drive, Montgomery, Alabama 36117-3596",Montgomery,AL,36117,-86.177544,32.36736,13,Education,Education,1,0,0,1,0,1,2,8232,2563,613,1950," $28,676,369.00 "," $28,102,558.00 "," $573,811.00 "," $10,139,982.00 ",50,www.aum.edu/,"4-year, Public",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice,City: Midsize,Yes,5109,3754,36%,31%,Fall 2016,"$13,163",-,100830,00831000,69422,5193.00,2455.00,2738.00,1.76,49.60,41.01,0.22,5.73,0.00,3755.89,70012.11,9054.11,34190.56,3942.22,9.59,11.47,45.66,23.13,14.91,4.53,11.73,8.62,0.14,85.24,0.88,0.80,20.49,2624.56,74.59,21.19,0.10,3.67,4.14
104568,Avalon Institute-Mesa,"2111 S Alma School Rd Ste 21, Mesa, Arizona 85210",Mesa,AZ,85210,-111.858305,33.376583,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,78,1,77," $1,342,377.00 "," $1,342,377.00 ", $-   ," $1,258,084.00 ",48,avalon.edu/mesa-az/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Large,No,383,383,65%,NA,2019-20,"$18,191",Aesthetician/Esthetician and Skin Care Specialist,104568,01085800,49598,4745.85,2360.38,2385.46,48.31,39.71,4.34,2.76,1.46,0.51,2839.38,42481.62,5715.23,19522.77,2758.54,25.41,38.03,25.43,24.20,26.79,11.92,11.63,14.23,3.08,73.38,2.85,2.81,23.16,2333.46,84.21,9.95,0.05,8.79,5.79
476841,Avalon Institute-Phoenix,"410 E Bell Road, Suite G100, Phoenix, Arizona 85022",Phoenix,AZ,85022,-112.068527,33.641828,,Information not available,Engineering & Technology,1,1,0,1,0,2,3,#N/A,10,4,6," $914,225.00 "," $914,225.00 ", $-   ," $776,263.00 ",48,avalon.edu/phoenix-az/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Large,No,451,451,65%,NA,2019-20,"$17,617",Aesthetician/Esthetician and Skin Care Specialist,474915,01085801,60134,4751.67,2301.92,2449.75,24.56,65.34,2.96,0.95,3.91,0.09,3449.75,58231.08,9208.42,33678.25,4724.83,14.84,19.62,40.94,26.33,18.44,6.52,7.75,8.48,3.08,77.16,1.58,3.42,25.46,2510.58,83.91,9.02,0.23,5.61,6.84
#N/A,Aveda Institute Tucson-Avondale,"775 North 114th Avenue, Avondale, Arizona 85323-5001",#N/A,#N/A,#N/A,#N/A,#N/A,,Information not available,Engineering & Technology,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,https://www.avedainstituteavondale.com/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,,No,,,NA,NA,Fall 2022,NA,Aesthetician/Esthetician and Skin Care Specialist,499334,04194502,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
486512,Aveda Institute-Phoenix,"8475 S Emerald Drive, Tempe, Arizona 85284",Tempe,AZ,85284,-111.968721,33.338893,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,0,0,0," $1,046,146.00 "," $1,046,146.00 ", $-   ," $1,046,146.00 ",89,avedainspiregreatness.com/phoenix-campus/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Midsize,No,209,209,81%,NA,2019-20,"$20,106","Cosmetology/Cosmetologist, General",484899,04194501,132837,4561.50,2278.00,2283.50,12.56,72.00,4.35,1.14,7.35,0.00,3380.50,98212.50,13177.88,46856.25,5930.25,5.54,6.23,56.65,22.65,11.05,4.33,5.28,7.90,0.83,82.79,1.05,1.30,20.59,2520.38,80.73,13.33,0.11,4.04,5.81
480976,Aveda Institute-Tucson,"145 S 6th Avenue, Tucson, Arizona 85701",Tucson,AZ,85701,-110.968361,32.220141,,Information not available,Engineering & Technology,1,0,1,1,0,2,3,#N/A,16,2,14," $260,235.00 "," $260,235.00 ", $-   ," $260,235.00 ",51,www.avedainstitutetucson.com/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Large,No,229,229,80%,1%,2019-20,"$15,170",Aesthetician/Esthetician and Skin Care Specialist,476753,04194500,44777,919.50,461.50,458.00,37.40,46.20,5.90,7.95,0.60,0.00,629.00,36832.50,8873.50,22716.00,4149.00,31.80,38.00,46.30,22.10,20.30,6.60,4.75,3.25,10.00,57.10,13.70,13.25,20.90,434.50,69.15,23.15,1.00,6.35,6.75
#N/A,Aviation Institute of Maintenance-Phoenix,"4025 South 32nd Street, Phoenix, Arizona 85040-8605",#N/A,#N/A,#N/A,#N/A,#N/A,,Information not available,Engineering & Technology,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,https://aviationmaintenance.edu/phoenix-2/,"2-year, Private for-profit",Two but less than 4 years certificate,,No,,,NA,NA,Fall 2022,NA,-,499662,03176302,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
106546,Baptist Health College Little Rock,"11900 COLONEL GLENN RD STE 1000, Little Rock, Arkansas 72210-2827",Little Rock,AR,72210,-92.40692,34.713115,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,10098,276,25,251," $2,763,790.00 "," $2,763,790.00 ", $-   ," $975,981.00 ",39,https://www.bhclr.edu/,"2-year, Private not-for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate,City: Midsize,No,549,549,75%,25%,Fall 2019,NA,-,106546,03105200,56752,5294.33,2413.67,2880.67,5.50,36.73,52.87,0.23,2.63,0.00,3859.67,49985.67,7216.33,28041.67,3296.33,10.47,15.53,44.33,23.80,17.03,5.67,9.17,12.47,0.50,83.00,0.63,0.50,21.03,2705.67,69.87,26.60,0.00,4.30,3.50
102429,Bevill State Community College,"1411 Indiana Avenue, Jasper, Alabama 35501",Jasper,AL,35501,-87.266406,33.836929,,Information not available,Engineering & Technology,1,0,1,1,0,1,3,4000,883,305,578," $11,504,743.00 "," $10,897,507.00 "," $607,236.00 "," $6,878,678.00 ",50,www.bscc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Town: Distant,Yes,3703,3703,36%,16%,Fall 2019,"$7,439",-,102429,00573300,41618,2439.00,1146.33,1292.67,5.27,76.90,15.07,0.07,0.13,0.00,1854.33,34667.33,6881.00,17235.00,2569.67,22.23,28.23,19.60,25.50,24.20,12.37,18.37,5.43,0.00,90.67,1.83,0.00,22.93,877.67,78.07,16.47,0.00,7.87,5.47
100937,Birmingham-Southern College,"900 Arkadelphia Road, Birmingham, Alabama 35254",Birmingham,AL,35254,-86.850552,33.513774,13,Education,Education,1,0,0,1,0,1,2,20000,175,90,85," $14,457,249.00 "," $14,457,249.00 ", $-   ," $1,250,909.00 ",23,www.bsc.edu/,"4-year, Private not-for-profit",Bachelor's degree;Master's degree,City: Midsize,Yes,975,975,65%,27%,Fall 2016,"$21,153",-,100937,00101200,97668,5480.90,2602.80,2878.10,6.72,69.14,17.81,0.08,4.51,0.00,3985.60,79396.60,10516.30,39618.20,5031.90,6.66,6.54,49.21,26.71,12.74,4.44,6.89,7.37,0.24,87.42,0.42,0.62,24.50,3052.40,82.08,12.41,0.17,3.73,5.33
102030,Bishop State Community College,"351 North Broad Street, Mobile, Alabama 36603-5898",Mobile,AL,36603,-88.056982,30.693972,,Information not available,Engineering & Technology,1,0,1,1,0,2,3,3750,2362,746,1616," $11,794,758.00 "," $11,623,948.00 "," $170,810.00 "," $5,812,259.00 ",65,www.bishop.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,City: Midsize,No,2968,2968,22%,19%,Fall 2019,"$3,418",-,102030,00103000,24754,1497.33,656.67,840.67,0.00,1.67,97.60,0.40,0.00,0.00,1164.00,19851.33,3010.67,14313.67,2620.67,31.53,35.60,17.93,34.07,30.57,7.97,9.50,12.93,4.30,78.00,1.23,2.17,24.00,447.00,80.77,14.77,0.00,15.33,4.47
106625,Black River Technical College,"1410 Hwy 304 East, Pocahontas, Arkansas 72455",Pocahontas,AR,72455,-90.951033,36.239793,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,2448,57,15,42," $7,932,144.00 "," $7,916,465.00 "," $15,679.00 "," $4,573,237.00 ",62,www.blackrivertech.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Fringe,No,1566,1566,34%,6%,Fall 2019,"$6,480",-,106625,02052200,43558,4378.50,2166.00,2212.50,1.83,95.08,1.05,0.48,0.00,0.00,3348.50,35920.75,6274.00,20608.00,3206.75,21.55,28.60,29.15,17.08,18.68,13.53,21.60,11.25,0.00,82.35,2.43,1.55,27.53,1637.25,73.60,17.53,0.45,3.48,8.45
446002,Blue Cliff Career College,"2970 Cottage Hill Rd., Suite 175, Mobile, Alabama 36606",Mobile,AL,36606,-88.114952,30.670281,,Information not available,Engineering & Technology,1,0,1,1,0,2,3,.,1,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,www.blue.edu/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Midsize,No,37,37,76%,NA,2019-20,"$17,321",Aesthetician/Esthetician and Skin Care Specialist,444440,03783300,44662,3460.00,1697.17,1762.83,2.55,37.53,57.15,0.10,1.35,0.00,2522.50,35639.00,7724.00,20795.83,3459.50,31.83,49.95,27.32,22.33,25.95,7.92,16.50,7.45,0.30,89.02,1.10,0.38,19.18,1593.33,83.92,13.70,0.05,8.47,2.33
104090,Brookline College-Phoenix,"2445 W. Dunlap Ave., Ste. 100, Phoenix, Arizona 85021",Phoenix,AZ,85021,-112.112473,33.566102,52,Business Management & Admin Services,Business Management & Admin Services,1,1,1,1,0,2,3,#N/A,204,27,177," $5,557,281.00 "," $5,557,281.00 ", $-   ," $3,163,894.00 ",47,www.brooklinecollege.edu/,"4-year, primarily associate's, Private for-profit",Less than one year certificate;Associate's degree;Bachelor's degree;Master's degree,City: Large,No,888,841,57%,NA,Fall 2016,"$37,807",Registered Nursing/Registered Nurse,104090,02218800,51193,3428.42,1678.92,1749.50,30.01,45.24,11.03,4.05,5.65,0.53,2226.83,43216.75,7818.42,24168.08,4038.83,27.18,35.35,34.93,24.54,23.26,8.56,8.71,9.18,6.53,73.33,3.04,3.20,23.88,1528.17,83.65,10.08,0.09,8.11,6.18
407629,Brookline College-Tempe,"1140-1150 S. Priest Drive, Tempe, Arizona 85281",Tempe,AZ,85281,-111.961365,33.4163,13,Education,Education,2,0,0,0,0,2,3,14640,236,80,156, $-   , $-   , $-   , $-   ,0,www.brooklinecollege.edu/,"4-year, primarily associate's, Private for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,City: Midsize,No,269,269,61%,3%,Fall 2019,"$25,350",Surgical Technology/Technologist,404055,02218804,49204,4378.46,2448.85,1929.62,24.72,51.98,5.87,3.05,11.50,0.20,3109.92,34902.69,8605.00,21493.46,3718.54,37.24,27.75,38.79,25.06,23.58,5.45,7.13,6.91,7.10,65.99,8.83,7.42,20.97,2492.08,81.34,15.08,0.00,6.39,3.58
440262,Brookline College-Tucson,"300 S. Craycroft Rd Suite 100, Tucson, Arizona 85711",Tucson,AZ,85711,-110.875869,32.217799,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,226,213,13," $2,573,432.00 "," $2,573,432.00 ", $-   ," $1,901,574.00 ",67,www.brooklinecollege.edu/,"2-year, Private for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree,City: Large,No,230,230,55%,NA,Fall 2019,"$20,997",Surgical Technology/Technologist,438179,02218805,45984,4739.38,2292.46,2446.92,33.50,53.35,5.71,1.24,3.22,0.11,3362.00,36421.85,7086.46,21641.54,3095.85,25.67,36.25,34.91,25.52,26.03,6.20,7.33,9.50,5.87,74.08,3.92,3.32,19.72,2030.85,75.95,17.07,0.22,9.25,6.75
