studend_id,location,zip_code,gender,ethnicity,science_points,technology_points,engineering_points,art_points,math_points,average_points,profile
4691,MAYAGUEZ,00680,Female,African American,60,6,62,96,23,49.4,"A sophomore with a passion for marine biology and oceanography. Studying marine ecosystems, participating in research expeditions, and advocating for marine conservation are my academic and environmental pursuits."
4692,SAN JUAN,00601,Male,African American,39,88,3,39,20,37.8,"Hi all, I love my science class the most. I want to be a scientist."
4693,SAN JUAN,00680,Female,African American,85,3,55,50,69,52.4,
4694,PONCE,00601,Male,Asian,29,68,54,0,7,31.6,
4695,SAN JUAN,00680,Female,African American,53,95,41,54,36,55.8,
4696,SAN JUAN,00601,Female,Asian,67,27,54,54,9,42.2,I love to know about aeroplanes. I want to be an aviation engineer.
4697,SAN JUAN,00601,Male,African American,56,67,25,87,69,60.8,
4698,MAYAGUEZ,00680,Female,Asian,75,34,6,71,25,42.2,I want to become a molecular biologist. I want to learn a lot about biology.
4699,MAYAGUEZ,00716,Female,Asian,79,41,71,59,33,56.6,
4700,PONCE,00601,Male,Hispanic,45,13,63,65,84,54,
4701,MAYAGUEZ,00901,Male,Hispanic,90,17,93,98,64,72.4,
4702,SAN JUAN,00680,Female,African American,79,40,69,13,33,46.8,
4703,MAYAGUEZ,00901,Male,Hispanic,97,74,38,56,83,69.6,
4704,ADJUNTAS,00601,Female,Asian,11,38,67,30,73,43.8,
4705,SAN JUAN,00601,Female,Asian,5,42,7,85,2,28.2,
4706,SAN JUAN,00680,Male,Caucasian,30,67,43,81,16,47.4,
4707,PONCE,00901,Male,Caucasian,58,27,23,23,87,43.6,
4708,PONCE,00601,Female,Asian,68,60,88,35,61,62.4,
4709,PONCE,00901,Male,Hispanic,59,15,29,33,58,38.8,
4710,MAYAGUEZ,00716,Female,Asian,32,34,51,6,25,29.6,
4711,PONCE,00680,Male,African American,37,100,17,24,42,44,I want to learn space technology in future.
4712,PONCE,00601,Female,Caucasian,43,50,56,34,80,52.6,
4713,PONCE,00680,Female,Caucasian,60,44,43,57,17,44.2,I am curious to know about sky and universe. I want to be an astro physicist in future.
4714,MAYAGUEZ,00901,Female,Hispanic,45,84,33,73,40,55,
4715,ADJUNTAS,00680,Female,Asian,29,52,48,24,60,42.6,
4716,SAN JUAN,00901,Female,Caucasian,27,25,78,93,81,60.8,
4717,PONCE,00901,Female,Hispanic,27,75,42,5,41,38,
4718,ADJUNTAS,00716,Female,Caucasian,29,44,80,48,38,47.8,
4719,SAN JUAN,00680,Male,Hispanic,72,81,1,25,76,51,
4720,PONCE,00901,Male,Caucasian,75,5,53,68,70,54.2,
4721,PONCE,00680,Male,African American,97,83,64,38,24,61.2,I love computer programming. I want to learn more about computers.
4722,MAYAGUEZ,00680,Female,Caucasian,78,71,56,0,33,47.6,
4723,ADJUNTAS,00680,Male,Asian,38,68,15,59,78,51.6,
4724,MAYAGUEZ,00680,Male,Hispanic,11,95,80,78,69,66.6,
4725,SAN JUAN,00601,Male,Hispanic,74,93,72,73,9,64.2,
4726,ADJUNTAS,00901,Male,Caucasian,89,91,20,100,37,67.4,
4727,MAYAGUEZ,00680,Female,Asian,32,32,61,50,11,37.2,
4728,ADJUNTAS,00601,Female,Caucasian,50,41,63,28,25,41.4,I am interested in Botany. I want to learn animal science.
4729,MAYAGUEZ,00601,Male,Caucasian,40,82,54,15,16,41.4,
4730,ADJUNTAS,00716,Female,Caucasian,70,29,43,66,83,58.2,
4731,ADJUNTAS,00716,Female,African American,30,13,25,36,61,33,
4732,SAN JUAN,00680,Female,Hispanic,22,9,0,7,23,12.2,
4733,SAN JUAN,00716,Female,Asian,75,54,49,81,50,61.8,
4734,SAN JUAN,00601,Female,African American,35,8,39,31,9,24.4,
4735,ADJUNTAS,00901,Male,African American,84,25,2,43,42,39.2,I want to build robots.
4736,ADJUNTAS,00680,Female,Caucasian,68,33,70,41,41,50.6,
4737,SAN JUAN,00716,Male,Caucasian,63,17,3,79,26,37.6,
4738,PONCE,00901,Female,Caucasian,4,47,30,28,42,30.2,
4739,SAN JUAN,00601,Male,Hispanic,49,16,13,54,62,38.8,
4740,MAYAGUEZ,00716,Male,Caucasian,29,49,20,52,11,32.2,
4741,SAN JUAN,00680,Female,African American,63,62,75,42,71,62.6,
4742,ADJUNTAS,00716,Male,Hispanic,61,71,11,31,91,53,
4743,SAN JUAN,00680,Female,African American,91,94,5,86,32,61.6,
4744,ADJUNTAS,00680,Male,Hispanic,83,80,16,57,30,53.2,
4745,SAN JUAN,00716,Male,Hispanic,90,86,77,23,86,72.4,"I enjoy learning biology. Also, I want to learn about physics. When I grow, I want to be a physicist."
4746,SAN JUAN,00680,Female,Hispanic,26,37,62,68,29,44.4,
4747,PONCE,00680,Male,African American,73,9,8,64,32,37.2,
4748,MAYAGUEZ,00680,Female,Hispanic,50,46,27,17,66,41.2,
4749,PONCE,00901,Male,African American,95,12,6,70,22,41,
4750,ADJUNTAS,00680,Female,Asian,94,88,42,68,47,67.8,Space technology is my favorite subject. I want to study more on this.
4751,ADJUNTAS,00716,Male,African American,17,22,4,75,40,31.6,
4752,SAN JUAN,00680,Male,African American,71,56,15,96,24,52.4,
4753,ADJUNTAS,00680,Female,Hispanic,56,78,60,80,14,57.6,
4754,SAN JUAN,00680,Female,Hispanic,35,45,0,2,2,16.8,
4755,ADJUNTAS,00901,Male,Caucasian,73,33,39,74,67,57.2,
4756,ADJUNTAS,00680,Female,Asian,92,62,37,39,33,52.6,
4757,PONCE,00601,Male,Asian,47,4,6,38,42,27.4,
4758,ADJUNTAS,00716,Male,Caucasian,48,69,93,54,36,60,I love science and mathematics. I love to read about science. I want to be a scientist in future.
4759,MAYAGUEZ,00716,Male,African American,71,76,58,0,0,41,
4760,MAYAGUEZ,00901,Female,African American,67,41,25,9,24,33.2,I love to know about robotics and machines. I want to know about technology. 
4761,MAYAGUEZ,00601,Female,Hispanic,71,12,76,75,50,56.8,
4762,ADJUNTAS,00716,Female,Asian,62,0,64,44,38,41.6,
4763,ADJUNTAS,00601,Male,Hispanic,72,69,62,52,55,62,
4764,MAYAGUEZ,00716,Male,Caucasian,37,22,52,81,12,40.8,
4765,ADJUNTAS,00901,Male,Asian,5,97,50,100,15,53.4,
4766,MAYAGUEZ,00716,Female,Hispanic,97,49,49,47,26,53.6,
4767,SAN JUAN,00901,Male,Asian,55,65,28,69,23,48,
4768,MAYAGUEZ,00901,Female,Asian,92,10,71,48,56,55.4,
4769,SAN JUAN,00680,Female,Hispanic,46,70,65,38,93,62.4,I want to read more about language. I want to learn art and culture of different countries.
4770,SAN JUAN,00601,Female,Hispanic,38,16,50,36,16,31.2,I love reading about biology. Biological science is my favorite. I have interest in Chemistry too. But love biology the most.
4771,ADJUNTAS,00901,Female,Asian,49,71,7,4,82,42.6,
4772,PONCE,00601,Female,Caucasian,8,27,26,75,45,36.2,
4773,PONCE,00716,Male,African American,65,38,40,39,33,43,
4774,PONCE,00601,Male,Asian,66,84,61,93,3,61.4,
4775,ADJUNTAS,00680,Male,Caucasian,62,41,48,62,58,54.2,My interest in Mathematics. I want to learn more about Mathematics.
4776,ADJUNTAS,00716,Male,Asian,16,82,22,45,71,47.2,
4777,SAN JUAN,00716,Female,Hispanic,61,70,14,75,57,55.4,I love plant biology. I want to learn more about plants.
4778,SAN JUAN,00680,Female,Caucasian,66,38,63,42,20,45.8,Physics and chemistry is my favorite subject. I want to be a chemist in future.
4779,PONCE,00601,Female,Caucasian,11,34,95,32,88,52,
4780,SAN JUAN,00601,Male,Asian,31,74,85,1,66,51.4,
4781,ADJUNTAS,00716,Male,African American,10,40,52,47,60,41.8,
4782,SAN JUAN,00716,Female,Asian,20,40,7,34,10,22.2,I am very interested to know about robots and artificial intellignce. I want to study about robotics. 
4783,ADJUNTAS,00680,Male,African American,100,27,36,42,51,51.2,
4784,PONCE,00601,Male,Caucasian,14,94,80,42,98,65.6,
4785,MAYAGUEZ,00601,Male,African American,52,36,70,74,88,64,
4786,MAYAGUEZ,00601,Female,Hispanic,71,98,20,42,0,46.2,
4787,ADJUNTAS,00680,Male,African American,29,59,38,46,70,48.4,"I want to know about sky, space and universe. I love to read about science."
4788,MAYAGUEZ,00680,Female,African American,5,89,4,79,13,38,
4789,PONCE,00716,Male,Caucasian,14,27,16,90,25,34.4,
4790,SAN JUAN,00901,Female,African American,79,56,98,40,91,72.8,
4791,SAN JUAN,00901,Male,Caucasian,51,58,56,80,47,58.4,
4792,SAN JUAN,00716,Male,Hispanic,32,31,14,43,69,37.8,
4793,PONCE,00716,Female,Hispanic,23,48,15,92,23,40.2,I have huge interet in mathematics. I want to learn more about maths.
4794,MAYAGUEZ,00901,Female,Asian,91,3,88,64,51,59.4,
4795,PONCE,00716,Female,Asian,6,64,14,63,54,40.2,
4796,MAYAGUEZ,00901,Male,Asian,73,37,10,44,24,37.6,
4797,SAN JUAN,00601,Female,Hispanic,65,39,4,2,77,37.4,
4798,MAYAGUEZ,00601,Male,African American,75,12,84,22,21,42.8,
4799,PONCE,00601,Female,Caucasian,87,84,52,24,13,52,
4800,MAYAGUEZ,00601,Male,Hispanic,70,75,75,44,66,66,I love coding. I want to be a computer engineer.
4801,SAN JUAN,00680,Male,African American,40,76,53,83,41,58.6,
4802,SAN JUAN,00680,Male,Asian,60,91,93,94,1,67.8,
4803,ADJUNTAS,00601,Female,Caucasian,36,47,67,77,58,57,
4804,ADJUNTAS,00716,Male,Asian,12,57,44,7,52,34.4,
4805,MAYAGUEZ,00601,Female,Caucasian,35,21,90,83,0,45.8,
4806,PONCE,00716,Male,African American,62,12,91,99,57,64.2,
4807,SAN JUAN,00680,Male,Hispanic,69,17,2,53,14,31,
4808,PONCE,00901,Male,Asian,62,39,60,62,100,64.6,
4809,MAYAGUEZ,00680,Male,Hispanic,58,31,66,29,7,38.2,
4810,MAYAGUEZ,00901,Female,African American,76,29,23,84,48,52,
4811,PONCE,00716,Male,African American,18,55,28,8,73,36.4,Animal kingdom excites me the most. I want to learn more about animal science
4812,ADJUNTAS,00601,Male,African American,0,65,53,74,49,48.2,
4813,MAYAGUEZ,00901,Female,Hispanic,1,37,18,41,4,20.2,I love science and technology. I want to know more about technological advancements.
4814,SAN JUAN,00901,Male,Hispanic,84,0,59,34,16,38.6,I love physics. I want to learn more about physics in future. 
4815,ADJUNTAS,00601,Female,Caucasian,77,23,65,46,16,45.4,
4816,MAYAGUEZ,00716,Female,Hispanic,90,13,68,61,63,59,
4817,ADJUNTAS,00601,Male,Hispanic,21,8,36,75,16,31.2,
4818,SAN JUAN,00601,Male,African American,78,84,81,72,67,76.4,
4819,MAYAGUEZ,00680,Female,Caucasian,13,53,24,55,54,39.8,
4820,PONCE,00716,Female,Hispanic,67,82,89,85,2,65,
4821,MAYAGUEZ,00901,Female,Hispanic,17,80,76,68,32,54.6,
4822,PONCE,00601,Female,African American,5,13,34,47,57,31.2,
4823,ADJUNTAS,00680,Female,Hispanic,26,8,85,7,70,39.2,
4824,PONCE,00901,Female,African American,63,6,56,56,85,53.2,
4825,PONCE,00601,Female,Caucasian,27,27,63,85,28,46,
4826,MAYAGUEZ,00601,Female,African American,41,37,73,86,22,51.8,
4827,MAYAGUEZ,00716,Male,African American,13,35,36,70,27,36.2,I enjoy learning mathematics. I want to be a mathematician.
4828,SAN JUAN,00601,Female,Caucasian,45,40,41,19,49,38.8,
4829,ADJUNTAS,00901,Male,Asian,48,26,6,43,4,25.4,
4830,PONCE,00901,Male,African American,56,94,17,70,4,48.2,
4831,ADJUNTAS,00680,Female,Hispanic,58,76,31,96,95,71.2,I am very keen to study mathematics. 
4832,SAN JUAN,00601,Female,African American,17,57,6,86,66,46.4,
4833,ADJUNTAS,00901,Male,Caucasian,86,45,50,21,89,58.2,
4834,ADJUNTAS,00716,Male,Hispanic,95,80,16,11,94,59.2,
4835,MAYAGUEZ,00901,Female,Caucasian,89,58,30,43,75,59,
4836,ADJUNTAS,00601,Female,African American,92,23,28,67,74,56.8,I love both science and mathematics equally. Mathematics excites me the most. I want to be either scientist or mathematicians.
4837,SAN JUAN,00601,Female,Caucasian,77,72,75,96,66,77.2,
4838,PONCE,00716,Female,Caucasian,7,80,32,29,75,44.6,
4839,ADJUNTAS,00601,Male,Asian,26,18,89,21,76,46,
4840,SAN JUAN,00601,Male,African American,17,74,38,81,84,58.8,
4841,MAYAGUEZ,00716,Male,African American,68,15,29,69,9,38,
4842,PONCE,00901,Male,African American,43,88,2,91,35,51.8,
4843,SAN JUAN,00601,Male,African American,47,100,83,1,51,56.4,
4844,ADJUNTAS,00680,Male,Hispanic,94,64,76,33,6,54.6,
4845,PONCE,00601,Male,Caucasian,92,3,18,40,31,36.8,
4846,MAYAGUEZ,00601,Female,African American,72,90,64,43,27,59.2,
4847,ADJUNTAS,00716,Female,Hispanic,58,20,41,51,10,36,
4848,ADJUNTAS,00716,Female,African American,27,47,22,94,48,47.6,
4849,ADJUNTAS,00716,Female,Caucasian,6,62,17,82,72,47.8,Mathematics is my most favorite subject. 
4850,MAYAGUEZ,00716,Male,African American,7,97,42,54,89,57.8,Physics is my favorite. I want to study physics in future.
4851,PONCE,00601,Male,Hispanic,53,24,4,79,79,47.8,
4852,SAN JUAN,00680,Female,Hispanic,26,82,4,51,26,37.8,
4853,ADJUNTAS,00901,Male,Caucasian,75,40,18,45,69,49.4,"Hey All, I love science and maths. I want to be a scientist in future."
4854,ADJUNTAS,00680,Male,African American,37,9,69,93,82,58,
4855,ADJUNTAS,00680,Male,Hispanic,93,72,14,4,64,49.4,
4856,ADJUNTAS,00716,Male,Asian,49,71,10,56,36,44.4,Botany is my favorite subject. I would like to know about plant kingdom more in future 
4857,PONCE,00601,Female,African American,20,92,50,48,32,48.4,
4858,SAN JUAN,00601,Female,Asian,93,41,93,20,37,56.8,
4859,MAYAGUEZ,00601,Female,Hispanic,56,19,83,16,82,51.2,
4860,MAYAGUEZ,00901,Female,Hispanic,61,86,34,53,77,62.2,
4861,PONCE,00680,Male,Caucasian,55,67,3,85,83,58.6,"I want to be an engineer. I want to build big buildings, bridge etc. "
4862,ADJUNTAS,00901,Female,Caucasian,92,78,8,66,66,62,
4863,PONCE,00901,Male,African American,23,66,90,20,40,47.8,
4864,PONCE,00680,Female,Hispanic,57,87,82,56,0,56.4,
4865,PONCE,00901,Male,Hispanic,9,24,68,24,38,32.6,I love chemistry the most. I want to study chemical science.
4866,SAN JUAN,00716,Female,Hispanic,0,84,7,43,64,39.6,My love is chemistry. I enjoy knowing more about chemical reactions and new chemical compounds. 
4867,SAN JUAN,00680,Male,Hispanic,19,35,93,84,9,48,
4868,PONCE,00680,Male,Asian,71,46,35,63,62,55.4,
4869,PONCE,00680,Male,Hispanic,50,32,79,15,49,45,
4870,SAN JUAN,00680,Male,Caucasian,38,34,46,97,3,43.6,Maths is my favorite subject. I want to learn more about maths.
4871,PONCE,00601,Male,African American,67,42,45,24,5,36.6,
4872,SAN JUAN,00901,Male,African American,30,92,67,88,81,71.6,
4873,SAN JUAN,00901,Male,African American,37,37,58,91,18,48.2,I love maths and science. I want to study chemistry whem i grow up.
4874,MAYAGUEZ,00901,Male,Asian,56,100,3,61,45,53,
4875,MAYAGUEZ,00680,Male,Hispanic,5,82,70,3,75,47,
4876,SAN JUAN,00901,Female,African American,59,55,66,19,64,52.6,
4877,PONCE,00901,Female,Caucasian,80,35,24,12,38,37.8,I want to be an architect. I am intereste in engineering. 
4878,PONCE,00680,Female,Asian,90,99,55,44,41,65.8,
4879,PONCE,00901,Female,Hispanic,61,65,59,74,17,55.2,Computer programming is my favorite subject. I want to learn more about computer engineering.
4880,MAYAGUEZ,00680,Female,Hispanic,31,93,35,9,44,42.4,
4881,ADJUNTAS,00680,Male,Hispanic,70,20,3,63,18,34.8,
4882,SAN JUAN,00680,Female,Hispanic,89,99,71,92,63,82.8,
4883,ADJUNTAS,00680,Female,Asian,75,46,27,46,6,40,
4884,ADJUNTAS,00716,Male,Caucasian,17,98,66,95,79,71,
4885,PONCE,00901,Female,Hispanic,31,91,71,87,54,66.8,
4886,ADJUNTAS,00901,Female,Asian,31,62,10,13,60,35.2,I would love to be a computer programmer. I want to study computer engineering. 
4887,PONCE,00716,Male,Asian,84,62,63,69,39,63.4,
4888,ADJUNTAS,00901,Female,Caucasian,90,78,5,45,0,43.6,
4889,SAN JUAN,00601,Female,Asian,39,30,40,7,37,30.6,I love science. I want to be a scientist in future. 
4890,MAYAGUEZ,00716,Male,Asian,50,91,86,41,36,60.8,
4891,MAYAGUEZ,00601,Male,African American,74,51,52,16,7,40,
4892,PONCE,00716,Male,African American,38,4,43,50,45,36,
4893,ADJUNTAS,00716,Male,Caucasian,68,68,65,39,11,50.2,I love to paint. I want to be a painter in future. 
4894,ADJUNTAS,00716,Female,African American,39,6,6,35,4,18,
4895,ADJUNTAS,00901,Female,Asian,79,41,28,28,70,49.2,
4896,ADJUNTAS,00901,Female,Asian,13,3,5,81,38,28,
4897,ADJUNTAS,00601,Male,Caucasian,35,39,74,37,40,45,
4898,SAN JUAN,00601,Female,Asian,11,100,7,1,62,36.2,
4899,MAYAGUEZ,00716,Male,Caucasian,75,27,29,81,70,56.4,
4900,PONCE,00716,Female,African American,54,13,100,30,80,55.4,I want to be an artist. I love to paint.
